DateTime,Date,pH,GlobalLightEnergy(W.m2),Temp(C),DO (mg.L),DO (%sat),Sal (g.L),Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,Harvest Vol (L),AFDW (g/L),AFDW (g)
09-17-2014 21:29,09-17-2014,7.91,165.33,11.84,5.65,83,33.9,37.77,8.74,12.36,512.5,0.147090909,75.38409091
09-17-2014 21:43,09-17-2014,7.95,140.5,13.27,5.62,83,33.9,37.74,8.48,13.35,512.5,0.099054326,50.76534205
09-17-2014 21:59,09-17-2014,7.97,112.46,14.72,5.59,82,33.9,36.45,10.69,14.09,1025,0.028682863,29.39993492
09-17-2014 22:14,09-17-2014,7.89,24.96,15.65,5.59,82,34,33.09,12.09,12.34,1025,0.185512821,190.150641
09-17-2014 22:28,09-17-2014,7.9,39.58,16.08,5.59,82,34,33.6,12.1,12.57,768.75,0.391666667,301.09375
09-17-2014 22:44,09-17-2014,7.92,170.5,14.83,5.58,81,34,36.33,11.56,12.72,830.25,0.284567901,236.2625
09-17-2014 22:59,09-17-2014,7.95,186.58,16.08,5.58,81,34,32.55,12.24,12.99,768.75,0.198121693,152.3060516
09-17-2014 23:13,09-17-2014,7.97,188.46,18.56,5.59,81,34,30.99,12.94,13.42,768.75,0.289441312,222.5080089
09-17-2014 23:29,09-17-2014,7.89,191.92,18.65,5.57,81,34,35.69,12.69,13.3,768.75,0.312266667,240.055
09-17-2014 23:44,09-17-2014,7.59,195.25,19.47,5.55,80,34,36.42,12.49,11.91,1025,0.316794872,324.7147436
09-17-2014 23:58,09-17-2014,7.62,183.17,17.95,5.53,80,34,34.6,12.99,13.69,512.5,0.331666667,169.9791667
09-18-2014 00:14,09-18-2014,7.64,196.38,14.4,5.55,80,34,32.36,12.1,13.9,522.75,0.222222222,116.1666667
09-18-2014 00:29,09-18-2014,7.66,134.54,11.88,5.54,80,34,39.86,12.33,12.76,512.5,0.17825,91.353125
09-18-2014 00:43,09-18-2014,7.67,41.17,12.33,5.53,79,34,37.35,12.93,14.23,574,0.170333333,97.77133333
09-18-2014 00:59,09-18-2014,7.69,192.17,14.17,5.5,79,34,32.7,12.48,14.11,512.5,0.141212121,72.37121212
09-18-2014 01:14,09-18-2014,7.7,163.46,13.65,5.5,79,34,36.42,12.11,14.54,512.5,0.104615385,53.61538462
09-18-2014 01:28,09-18-2014,7.72,187.96,13.83,5.5,78,34,31.73,12.04,12.11,512.5,0.156605691,80.26041667
09-18-2014 01:44,09-18-2014,7.73,87.96,13.2,5.5,78,34,35.92,12.04,11.57,1025,0.294358974,301.7179487
09-18-2014 01:59,09-18-2014,7.74,94.04,13.05,5.5,78,34,35.84,11.76,11.55,512.5,0.358333333,183.6458333
09-18-2014 02:13,09-18-2014,7.75,205.12,10.77,5.47,78,34.1,37.11,12.69,15.82,574,0.224444444,128.8311111
09-18-2014 02:29,09-18-2014,7.76,218.04,13.56,5.49,78,34.1,34.33,12.87,14.84,512.5,0.18952381,97.13095238
09-18-2014 02:44,09-18-2014,7.77,219.79,13.99,5.49,78,34.1,41.77,16.53,14.3,635.5,0.184916667,117.5145417
09-18-2014 02:58,09-18-2014,7.77,204,14.16,5.47,77,34.1,39.45,13.5,15.76,512.5,0.173939394,89.14393939
09-18-2014 03:14,09-18-2014,7.78,256.74,12.64,5.46,77,34.1,39.07,12.37,15.13,512.5,0.083529412,42.80882353
09-18-2014 03:29,09-18-2014,7.79,105.41,18.67,5.45,77,34.1,42.1,11.65,16.65,1025,0.0267675,27.4366875
09-18-2014 03:43,09-18-2014,7.79,192.29,14.37,5.47,77,34.1,41.33,11.14,17.71,1025,0.168111111,172.3138889
09-18-2014 03:59,09-18-2014,7.8,164.32,18.06,5.5,77,34.1,41.5,11.31,19.99,768.75,0.326666667,251.125
09-18-2014 04:14,09-18-2014,7.81,30.87,17.26,5.46,77,34.1,39.28,3.04,18.12,902,0.250123457,225.611358
09-18-2014 04:28,09-18-2014,7.81,170.12,15.06,5.48,77,34.1,36.83,3.38,16.29,1025,0.107911255,110.6090368
09-18-2014 04:44,09-18-2014,7.82,138.92,15.22,5.48,77,34.1,44.2,3.85,21.27,768.75,0.336212121,258.4630682
09-18-2014 04:59,09-18-2014,7.82,135.87,17.04,5.5,77,34.1,42.21,3.93,20.02,1025,0.149814815,153.5601852
09-18-2014 05:13,09-18-2014,7.83,82.34,17.87,5.51,77,34.1,43.9,3.8,19.68,768.75,0.33,253.6875
09-18-2014 05:29,09-18-2014,7.83,193.54,16.85,5.55,78,34.1,44.15,3.45,19.17,850.75,0.267777778,227.8119444
09-18-2014 05:44,09-18-2014,7.84,221.46,14.46,5.58,78,34.1,42.04,4.82,21.21,1025,0.123495671,126.5830628
09-18-2014 05:58,09-18-2014,7.84,213.81,14.6,5.57,78,34.1,43.55,4.64,21.27,768.75,0.287361111,220.9088542
09-18-2014 06:14,09-18-2014,7.85,196.45,13.31,5.64,79,34.1,39.57,4.57,17.11,1025,0.309102564,316.8301282
09-18-2014 06:29,09-18-2014,7.86,218.89,11.07,5.74,80,34.2,42.07,4.95,12.7,256.25,0.187266667,47.98708333
09-18-2014 06:43,09-18-2014,7.87,203.87,14.53,6.02,84,34.2,38.49,5.15,10.01,1025,0.2395,245.4875
09-18-2014 06:59,09-18-2014,7.88,186.73,16.87,6.31,88,34.1,39.54,4.99,10.5,1025,0.22099205,226.5168514
09-18-2014 07:14,09-18-2014,7.9,163.52,20.8,6.6,92,34.2,32.53,3.52,10.01,276.75,0.2165625,59.93367188
09-18-2014 07:28,09-18-2014,7.95,246.6,14.58,7.25,101,34.1,45.06,3.67,10.12,256.25,0.248,63.55
09-18-2014 07:44,09-18-2014,7.26,240,7.68,8.05,112,32.9,44.73,3.05,9.8,256.25,0.192485876,49.32450565
09-18-2014 07:59,09-18-2014,7.35,250.64,8.58,8.53,119,33,44.34,4.33,9.82,1025,0.140365137,143.8742649
09-18-2014 08:13,09-18-2014,7.47,151.91,16.9,9.53,134,33,44.48,3.45,9.32,543.25,0.140752688,76.46389785
09-18-2014 08:29,09-18-2014,7.3,182.33,20.14,10.56,149,33,46.54,3.59,9.18,512.5,0.178916667,91.69479167
09-18-2014 08:44,09-18-2014,7.42,164.61,22.35,11.4,161,33,46.87,1.99,10.83,512.5,0.164266667,84.18666667
09-18-2014 08:58,09-18-2014,7.81,207.38,21.76,12.11,172,33,44.89,1.82,10,1025,0.267696502,274.3889146
09-18-2014 09:14,09-18-2014,7.9,93.88,21.7,12.72,182,33,45.74,2.17,10.14,512.5,0.182266667,93.41166667
09-18-2014 09:29,09-18-2014,7.97,30.68,20.59,13.09,189,33,39.07,2.18,10.12,512.5,0.187916667,96.30729167
09-18-2014 09:43,09-18-2014,7.86,23.72,15.76,13.56,197,33,41.22,2.21,9.56,512.5,0.166383333,85.27145833
09-18-2014 09:59,09-18-2014,7.95,25.33,20.71,14.03,205,33,41.72,2.32,9.31,1025,0.3004,307.91
09-18-2014 10:14,09-18-2014,7.85,165.22,23.06,14.42,212,33,43.3,16.34,10,256.25,0.2048,52.48
09-18-2014 10:28,09-18-2014,7.94,198.15,21.15,14.84,220,33,43.77,12.46,10.18,256.25,0.2305,59.065625
09-18-2014 10:44,09-18-2014,7.84,202.7,21.71,14.95,224,33,41.32,11.97,9.49,256.25,0.243383838,62.36710859
09-18-2014 10:59,09-18-2014,7.93,134,20.39,15.4,232,33,42.1,12.36,9.84,1025,0.1816,186.14
09-18-2014 11:13,09-18-2014,7.84,328.96,38.41,15.48,235,33,40.5,12.05,10.53,512.5,0.168666667,86.44166667
09-18-2014 11:29,09-18-2014,7.93,3,34.4,15.68,240,33,41.56,11.58,9.96,1025,0.198833333,203.8041667
09-18-2014 11:44,09-18-2014,7.89,253.81,37.45,15.79,243,33,41.03,11.69,9.54,1025,0.36847619,377.6880952
09-18-2014 11:58,09-18-2014,7.97,286.06,32.89,16.02,248,33,42.46,13.37,9.75,512.5,0.354387607,181.6236485
09-18-2014 12:14,09-18-2014,7.9,313.03,32.62,15.93,249,33.1,40.3,13.6,9.33,512.5,0.255257512,130.8194749
09-18-2014 12:29,09-18-2014,7.97,323.66,34.68,16.04,252,33.1,41.8,14.25,9.63,512.5,0.260577778,133.5461111
09-18-2014 12:43,09-18-2014,7.92,320.34,35.98,15.8,250,33.1,40.58,13.48,9.25,512.5,0.219290703,112.386485
09-18-2014 12:59,09-18-2014,7.86,277.65,35.46,15.48,246,33.1,40.88,12.88,10.07,512.5,0.204864865,104.9932432
09-18-2014 13:14,09-18-2014,7.93,204.19,30.91,14.71,234,33.1,43.32,13.07,10.47,512.5,0.198937442,101.9554388
09-18-2014 13:28,09-18-2014,7.98,211.09,29.87,13.8,220,33.2,43.2,13.42,9.1,512.5,0.249565217,127.9021739
09-18-2014 13:44,09-18-2014,7.76,299.35,30.8,13.66,218,33.2,38,12.53,13.01,512.5,0.139033333,71.25458333
09-18-2014 13:59,09-18-2014,7.98,319.68,32.48,13.83,221,33.2,27.76,12.44,10.51,1025,0.133641871,136.9829178
09-18-2014 14:13,09-18-2014,7.91,321.42,32.82,13.74,220,33.2,34.78,12.57,19.07,512.5,0.339292308,173.8873077
09-18-2014 14:29,09-18-2014,7.97,323.88,33.57,13.25,212,33.3,35.67,11.29,14.93,512.5,0.222261905,113.9092262
09-18-2014 14:44,09-18-2014,7.88,323.57,32.65,12.36,197,33.3,43.93,13.41,14.52,512.5,0.245449735,125.7929894
09-18-2014 14:58,09-18-2014,7.95,313.11,33.4,12.31,197,33.4,42.9,14.01,13.77,512.5,0.213809524,109.577381
09-18-2014 15:14,09-18-2014,7.86,288.62,32.89,12.4,198,33.4,44.28,14.11,11.49,512.5,0.20902439,107.125
09-18-2014 15:29,09-18-2014,7.93,308.15,33.23,12.38,198,33.4,43.97,15.6,12.99,512.5,0.203715716,104.4043043
09-18-2014 15:43,09-18-2014,7.94,254.64,33.6,9.42,151,33.3,44.44,9.72,18.01,512.5,0.217886818,111.6669945
09-18-2014 15:59,09-18-2014,7.57,180.26,30.07,11.25,179,33.4,44.4,14.02,15.62,512.5,0.124266667,63.68666667
09-18-2014 16:14,09-18-2014,7.67,240.05,28.5,11.33,180,33.5,42.91,12,10.99,1025,0.135125468,138.5036042
09-18-2014 16:28,09-18-2014,7.74,274.6,31.31,11.32,180,33.5,44.22,13.62,15.46,768.75,0.34590812,265.916867
09-18-2014 16:44,09-18-2014,7.67,303.11,32.2,11.03,175,33.5,46.04,13.62,15.49,768.75,0.23183908,178.2262931
09-18-2014 16:59,09-18-2014,7.71,300.94,33.62,10.64,169,33.5,45.92,12.36,14.11,768.75,0.339275362,260.8179348
09-18-2014 17:13,09-18-2014,7.75,301.03,34.46,10.26,163,33.5,43.95,13.56,8.3,1025,0.2011,206.1275
09-18-2014 17:29,09-18-2014,7.78,277.08,31.34,9.58,151,33.6,45.17,12.38,9.74,768.75,0.304483038,234.0713352
09-18-2014 17:44,09-18-2014,7.81,174.06,28.88,8.99,142,33.6,42.17,11.21,9.67,768.75,0.255239651,196.215482
09-18-2014 17:58,09-18-2014,7.83,296.58,30.13,8.38,132,33.6,42.25,12.82,10.53,768.75,0.334777778,257.3604167
09-18-2014 18:14,09-18-2014,7.83,149.34,28.24,7.7,121,33.6,41.84,14.16,9.3,1025,0.273556411,280.3953216
09-18-2014 18:29,09-18-2014,7.84,240.3,27.3,7.09,111,33.7,42.5,12.62,10.31,512.5,0.329777778,169.0111111
09-18-2014 18:43,09-18-2014,7.85,302.61,29.98,6.53,102,33.7,45.18,13.94,10.64,512.5,0.252090605,129.1964349
09-18-2014 18:59,09-18-2014,7.85,299.99,31.8,6.18,96,33.7,42.44,13.38,10.15,512.5,0.25186308,129.0798285
09-18-2014 19:14,09-18-2014,7.86,280.31,31.84,5.87,90,33.7,38.37,8.48,10.11,512.5,0.194699118,99.78329772
09-18-2014 19:28,09-18-2014,7.73,275.51,30.41,5.65,87,33.8,38.13,11.63,9.37,512.5,0.195866667,100.3816667
09-18-2014 19:44,09-18-2014,7.74,289.11,31.96,5.53,85,33.8,38.11,11.58,9.12,512.5,0.272402998,139.6065366
09-18-2014 19:59,09-18-2014,7.75,296.55,33.33,5.48,83,33.8,40.28,12.3,8.89,512.5,0.323076923,165.5769231
09-18-2014 20:13,09-18-2014,7.77,300.89,33.42,5.4,82,33.9,37.68,13.16,14.71,512.5,0.277471264,142.204023
09-18-2014 20:29,09-18-2014,7.78,297.32,33.5,5.37,81,33.8,40.05,8.97,9.77,1025,0.170685911,174.9530584
09-18-2014 20:44,09-18-2014,7.79,296.42,33.81,5.36,81,33.9,30.43,10.72,13.47,768.75,0.338250855,260.0303446
09-18-2014 20:58,09-18-2014,7.8,3,30.1,5.32,80,33.9,38.71,11.73,9.42,768.75,0.279797009,215.0939503
09-18-2014 21:14,09-18-2014,7.8,276.8,27.56,5.32,80,33.9,37.24,7.11,10.74,768.75,0.352051282,270.6394231
09-18-2014 21:29,09-18-2014,7.69,295.52,27.22,5.29,79,33.9,39.3,7.97,12.24,1025,0.243966877,250.066049
09-18-2014 21:43,09-18-2014,7.94,309.67,27.52,5.28,79,33.9,38.41,7.42,12.6,768.75,0.519,398.98125
09-18-2014 21:59,09-18-2014,7.72,272.11,27.55,5.26,78,34,34.96,7.47,4.01,768.75,0.444166667,341.453125
09-18-2014 22:14,09-18-2014,7.74,285.03,28.26,5.24,78,34,33.94,7.71,3.74,768.75,0.428192982,329.1733553
09-18-2014 22:28,09-18-2014,7.74,252.81,27.8,5.24,78,34,39.56,7.43,4.81,768.75,0.223576923,171.8747596
09-18-2014 22:44,09-18-2014,7.75,287.39,28,5.24,78,34,40.81,7.65,5.51,1025,0.094666667,97.03333333
09-18-2014 22:59,09-18-2014,7.76,307.33,27.58,5.19,77,34,40.85,6.22,3.41,717.5,0.495,355.1625
09-18-2014 23:13,09-18-2014,7.77,173.21,27.45,5.19,77,34,39.93,7.09,5.67,717.5,0.1864763,133.7967453
09-18-2014 23:29,09-18-2014,7.78,247.57,27.27,5.17,76,34,39.61,7.43,3.61,717.5,0.15517094,111.3351496
09-18-2014 23:44,09-18-2014,7.78,125.51,27.36,5.15,76,34,39.21,7.92,3.57,717.5,0.188833333,135.4879167
09-18-2014 23:58,09-18-2014,7.71,259.03,27.55,5.1,75,34,40.04,7.61,4.06,1025,0.137200699,140.630717
09-19-2014 00:14,09-19-2014,7.72,299.19,27.9,5.11,75,34.1,38.96,7.35,3.85,615,0.250688172,154.1732258
09-19-2014 00:29,09-19-2014,7.73,317.53,27.8,5.06,74,34.1,41.22,6.83,9.08,615,0.18875,116.08125
09-19-2014 00:43,09-19-2014,7.66,296.58,28.02,5.06,74,34.1,43.22,7.03,8.78,615,0.215484283,132.5228338
09-19-2014 00:59,09-19-2014,7.67,256.21,27.73,5.04,74,34.1,42.39,7.66,12.85,615,0.183199678,112.6678019
09-19-2014 01:14,09-19-2014,7.99,284.31,27.51,5.03,74,34.1,41.88,6.67,10.08,1025,0.148328809,152.0370292
09-19-2014 01:28,09-19-2014,7.99,297.77,27.61,5.01,73,34.1,37.78,7.41,11.26,717.5,0.502,360.185
09-19-2014 01:44,09-19-2014,7.93,236.35,27.07,5,73,34.1,40.78,6.74,8.65,717.5,0.198185567,142.1981441
09-19-2014 01:59,09-19-2014,7.93,274.32,27.41,4.96,72,34.1,37.44,7.2,9.44,717.5,0.171079812,122.7497653
09-19-2014 02:13,09-19-2014,7.94,278.95,27.27,4.93,72,34.1,30.32,7.31,3.6,717.5,0.182583333,131.0035417
09-19-2014 02:29,09-19-2014,7.95,285.12,26.87,4.93,72,34.1,37.53,8.79,3.97,1025,0.106426011,109.0866615
09-19-2014 02:44,09-19-2014,7.96,315.25,27.58,4.91,71,34.1,39.65,6.97,3.22,615,0.260118774,159.973046
09-19-2014 02:58,09-19-2014,7.97,293.19,27.66,4.88,71,34.2,40.88,6.91,4.41,615,0.196749827,121.0011435
09-19-2014 03:14,09-19-2014,7.98,274.55,27.95,4.87,71,34.2,40.27,7.26,3.97,615,0.217632248,133.8438323
09-19-2014 03:29,09-19-2014,7.98,281.88,27.39,4.83,70,34.2,39.22,7.63,3.76,615,0.16696757,102.6850558
09-19-2014 03:43,09-19-2014,7.94,283.8,26.67,4.81,70,34.2,40.62,3.75,8.8,1025,0.121183372,124.2129562
09-19-2014 03:59,09-19-2014,7.95,28.02,24.71,4.81,70,34.2,40.96,7.71,6.81,512.5,0.535387533,274.3861108
09-19-2014 04:14,09-19-2014,7.96,324.57,19.05,4.84,70,34.2,40.46,6.03,7.03,522.75,0.330101667,172.5606463
09-19-2014 04:28,09-19-2014,7.93,296.29,19.05,4.83,70,34.2,42.98,8.72,9.3,512.5,0.254942376,130.6579676
09-19-2014 04:44,09-19-2014,7.94,311.04,19.6,4.83,70,34.2,41.78,2.97,7.7,512.5,0.291609877,149.4500617
09-19-2014 04:59,09-19-2014,7.95,213.08,20.96,4.85,70,34.2,35.55,6.52,8.34,512.5,0.237115313,121.5215981
09-19-2014 05:13,09-19-2014,7.96,292.92,19.82,4.88,70,34.2,37.64,4.27,9.48,512.5,0.218172348,111.8133286
09-19-2014 05:29,09-19-2014,7.96,225.79,18.93,4.9,71,34.2,39.78,6.47,8.16,512.5,0.285490669,146.3139677
09-19-2014 05:44,09-19-2014,7.98,297.62,18.43,4.92,71,34.2,33.7,7.11,7.03,512.5,0.225359477,115.496732
09-19-2014 05:58,09-19-2014,7.99,302.96,18.68,4.94,71,34.2,39.13,6.35,7.67,512.5,0.245626857,125.8837641
09-19-2014 06:14,09-19-2014,7.81,295.17,18.59,4.99,72,34.2,43.33,6.2,7.43,512.5,0.207338061,106.2607565
09-19-2014 06:29,09-19-2014,7.84,221.25,18.28,5.14,74,34.2,39.23,8.35,6.54,1025,0.147308878,150.9916002
09-19-2014 06:43,09-19-2014,7.88,289.71,17.88,5.47,79,34.3,39.14,8.73,4.83,512.5,0.48,246
09-19-2014 06:59,09-19-2014,7.92,312.92,18.97,5.94,85,34.3,38.73,7.88,4.95,512.5,0.3086762,158.1965525
09-19-2014 07:14,09-19-2014,7.96,237.46,17.98,6.54,94,34.3,43.79,5.3,5.35,512.5,0.264030219,135.3154872
09-19-2014 07:28,09-19-2014,7.99,254.04,18.12,7.16,103,34.3,41.92,6.6,6.12,512.5,0.286820513,146.9955128
09-19-2014 07:28,09-19-2014,7.99,279.25,18.12,7.16,103,34.3,41.81,5.37,6.43,512.5,0.23183908,118.8175287
09-19-2014 07:44,09-19-2014,7.81,292.83,17.65,6.02,87,34.2,48.02,6.83,8.9,512.5,0.217304293,111.3684501
09-19-2014 07:59,09-19-2014,7.89,294.75,17.85,8.42,122,32.9,46.99,3.48,8.11,512.5,0.287539683,147.3640873
09-19-2014 08:13,09-19-2014,7.93,294,17.77,9.01,131,32.9,48.92,7.05,9.63,512.5,0.230964382,118.3692456
09-19-2014 08:29,09-19-2014,7.99,291.88,17.85,9.68,141,32.9,47.26,5.49,8.87,512.5,0.260709745,133.6137441
09-19-2014 08:44,09-19-2014,7.85,291.83,18.43,10.24,150,32.9,47.76,4.79,10.37,512.5,0.226254579,115.9554716
09-19-2014 08:58,09-19-2014,7.93,285.83,18.32,10.79,159,32.9,43.96,5.4,10.55,1025,0.185562016,190.2010659
09-19-2014 09:14,09-19-2014,7.8,302.08,18.02,11.24,166,32.9,46.46,3.9,12.48,768.75,0.49,376.6875
09-19-2014 09:29,09-19-2014,7.66,298.38,18.27,11.85,176,32.9,44.16,6.87,9.93,768.75,0.411693122,316.4890873
09-19-2014 09:43,09-19-2014,7.74,293.42,17.57,12.05,180,32.9,42.72,5.85,9.32,768.75,0.423052632,325.2217105
09-19-2014 09:59,09-19-2014,7.81,286.71,17.29,12.65,190,32.9,46.68,7.77,7.66,768.75,0.204329066,157.0779694
09-19-2014 10:14,09-19-2014,7.88,146.38,16.56,13.23,201,32.9,47.07,12.88,9.81,1025,0.073266667,75.09833333
09-19-2014 10:28,09-19-2014,7.94,233.62,18.53,13.63,208,32.9,47.48,11.88,8.42,512.5,0.444438637,227.7748016
09-19-2014 10:44,09-19-2014,7.87,279.42,17.81,13.98,215,32.9,45.66,13.14,12.31,512.5,0.289621404,148.4309695
09-19-2014 10:59,09-19-2014,7.93,286.5,17.56,14.36,223,32.9,44.64,11.8,10.2,512.5,0.269982696,138.3661316
09-19-2014 11:13,09-19-2014,7.86,261.79,17.4,14,219,33,46.21,11.81,8.01,512.5,0.295191257,151.2855191
09-19-2014 11:29,09-19-2014,7.76,284.5,17.26,13.09,204,32.9,43.49,11.65,9.75,246,0.19086503,46.9527975
09-19-2014 11:44,09-19-2014,7.83,283.92,17.59,13.23,208,33,46.31,11.81,8.2,410,0.204298246,83.7622807
09-19-2014 11:58,09-19-2014,7.9,290.88,17.48,13.58,215,33,47.77,11.74,10.14,369,0.249740868,92.15438038
09-19-2014 12:14,09-19-2014,7.96,292.58,19,14.21,227,33,48.08,11.41,9.12,369,0.255088035,94.12748508
09-19-2014 12:29,09-19-2014,7.99,293,18.06,13.43,214,33,41.46,10.23,10.77,451,0.232184451,104.7151873
09-19-2014 12:43,09-19-2014,7.91,288.71,18.4,12.66,202,33,48.58,9.87,9.41,656,0.238649163,156.5538508
09-19-2014 12:59,09-19-2014,7.96,0,14.6,12.47,200,33,47.13,11.05,7.92,1025,0.155296868,159.1792894
09-19-2014 13:14,09-19-2014,7.89,133.02,25.46,12.81,206,33.1,45.93,11.51,8.78,512.5,0.406217407,208.1864209
09-19-2014 13:28,09-19-2014,7.95,113.77,24.84,13.13,212,33.1,46.35,10.91,9.11,512.5,0.27759319,142.2665099
09-19-2014 14:29,09-19-2014,7.91,174.89,26.04,12.35,201,33.2,45.78,12.58,9.94,512.5,0.238229814,122.0927795
09-19-2014 15:29,09-19-2014,7.96,172.3,26.81,11.7,192,33.3,45.91,11.56,12.22,512.5,0.251118382,128.698171
09-19-2014 15:43,09-19-2014,7.99,149.2,26.77,11.48,188,33.4,44.1,11.65,9.81,328,0.214451447,70.3400747
09-19-2014 15:59,09-19-2014,7.94,208.7,26.12,10.24,167,33.3,43.64,12.13,12.98,410,0.234725738,96.23755274
09-19-2014 16:14,09-19-2014,7.94,248.82,27.3,10.85,177,33.4,42.72,11.86,12.99,410,0.265162285,108.7165368
09-19-2014 16:44,09-19-2014,7.88,224.83,28.6,10.1,164,33.5,39.56,9.59,11.6,410,0.218124675,89.43111688
09-19-2014 16:59,09-19-2014,7.91,190.69,25.93,9.57,154,33.5,41.73,9.63,15.78,369,0.222995886,82.28548193
09-19-2014 17:13,09-19-2014,7.93,245.83,26.44,9.17,147,33.5,36.8,10.7,17.17,656,0.240928571,158.0491425
09-19-2014 17:29,09-19-2014,7.95,223.05,26.56,8.77,140,33.6,34.96,10.71,11.35,1025,0.17208078,176.3827992
09-19-2014 17:44,09-19-2014,7.97,179.71,26.93,8.24,131,33.6,38.67,12.4,13.62,256.25,0.387361001,99.26125659
09-19-2014 17:58,09-19-2014,7.97,277.16,27.63,7.71,122,33.6,36.51,11.56,21.91,410,0.345029639,141.4621518
09-19-2014 18:14,09-19-2014,7.98,194.92,26.94,7.18,114,33.6,36.75,12.28,21.6,287,0.282919904,81.19801254
09-19-2014 19:28,09-19-2014,7.89,113.75,24.38,5.65,88,33.8,44.79,11.84,23.84,369,0.354550521,130.8291421
09-19-2014 22:14,09-19-2014,7.94,263.54,26.97,5.35,81,33.9,41.49,11.51,14.08,246,0.287160778,70.64155146
09-19-2014 22:59,09-19-2014,7.95,209.96,27.13,5.35,81,33.9,38.77,11.98,22.98,328,0.307067957,100.71829
09-19-2014 23:13,09-19-2014,7.95,99.08,25.09,5.29,79,33.9,39.99,11.75,17.11,369,0.371856532,137.2150602
09-19-2014 23:29,09-19-2014,7.96,251.92,25.69,5.31,80,33.9,36.75,12.9,18.05,369,0.282050141,104.076502
09-20-2014 01:14,09-20-2014,7.98,151.42,26.3,5.29,78,34,40.24,13.53,15.45,164,0.260332132,42.69446967
09-20-2014 01:28,09-20-2014,7.98,310.77,26.93,5.26,78,34,40.02,12.29,19.99,697,0.353795237,246.59528
09-20-2014 01:44,09-20-2014,7.98,257.67,26.84,5.25,77,34,39.85,11.98,26.76,1025,0.223374987,228.9593621
09-20-2014 01:59,09-20-2014,7.98,225.26,27.53,5.25,77,34,42.76,6.8,20.38,256.25,0.376658407,96.51871678
09-20-2014 02:13,09-20-2014,7.93,192.73,27.92,5.26,77,34,42.33,15.05,14.7,410,0.334369248,137.0913917
09-20-2014 02:29,09-20-2014,7.77,249.5,25.78,5.2,76,34.1,38.99,12.2,9.56,328,0.328267196,107.6716402
09-20-2014 02:44,09-20-2014,7.78,174.97,24.85,5.21,76,34.1,39.4,10.93,9.4,410,0.37350921,153.138776
09-20-2014 02:58,09-20-2014,7.79,205.19,24.22,5.23,76,34.1,36.26,12.41,9.26,287,0.299786298,86.03866743
09-20-2014 03:14,09-20-2014,7.8,314.83,27.01,5.2,76,34.1,45.81,11.28,9.73,369,0.351464325,129.6903358
09-20-2014 03:29,09-20-2014,7.8,235.79,27.05,5.2,75,34.1,42.92,12.26,9.96,328,0.391403509,128.3803509
09-20-2014 03:43,09-20-2014,7.81,285.38,28.35,5.16,75,34.1,38.24,12.11,9.18,328,0.319727657,104.8706716
09-20-2014 03:59,09-20-2014,7.81,229.58,28.17,5.18,75,34.1,37.36,9.63,8.67,287,0.306701656,88.02337515
09-20-2014 04:14,09-20-2014,7.82,253.71,27.92,5.14,74,34.1,41.03,11.72,8.19,738,0.391030805,288.5807343
09-20-2014 04:28,09-20-2014,7.82,309.32,28.08,5.13,74,34.1,46.58,13.17,9.04,1025,0.245655757,251.7971512
09-20-2014 04:44,09-20-2014,7.83,236.9,28.05,5.13,74,34.1,46.92,10.99,9.12,256.25,0.327970856,84.04253188
09-20-2014 04:59,09-20-2014,7.84,222.52,26.86,5.07,73,34.1,39.16,11.77,8.75,328,0.248791813,81.60371462
09-20-2014 05:44,09-20-2014,7.84,319.7,28.23,5.09,73,34.1,41.31,12.58,7.94,246,0.289535002,71.2256105
09-20-2014 05:58,09-20-2014,7.85,284.86,28.2,5.11,73,34.1,46.35,15.36,8.61,328,0.335622541,110.0841935
09-20-2014 06:14,09-20-2014,7.85,227.83,26.36,5.12,73,34.2,39.59,12.58,9.57,328,0.348342152,114.2562257
09-20-2014 06:29,09-20-2014,7.86,209.89,26.15,5.25,75,34.2,34.88,11.86,8.76,369,0.365897436,135.0161538
09-20-2014 06:43,09-20-2014,7.87,173,25.83,5.52,79,34.2,38.92,13.23,8.97,369,0.38792834,143.1455575
09-20-2014 07:14,09-20-2014,7.9,271.12,26.98,6.4,91,34.2,39.4,12.35,9.8,522.75,0.270118022,141.2041961
09-20-2014 07:28,09-20-2014,7.75,269.08,27.46,6.98,99,31.7,39.24,14.41,8.76,738,0.353114417,260.5984398
09-20-2014 07:44,09-20-2014,7.81,226.84,27.18,7.59,108,31.7,40.72,8.53,7.6,1025,0.262139339,268.6928228
09-20-2014 07:59,09-20-2014,7.59,218.61,27.14,8.2,117,31.7,41.56,8.4,7.96,512.5,0.275454982,141.1706781
09-20-2014 08:29,09-20-2014,7.95,162,25.61,8.75,125,31.7,36.35,8.72,8.34,82,0.212422657,17.41865785
09-20-2014 08:44,09-20-2014,7.82,146,25.17,9.17,132,31.7,38.86,9.03,8.49,512.5,0.224188957,114.8968406
09-20-2014 08:58,09-20-2014,7.88,69.45,24.42,9.63,139,31.7,39.24,8.79,8.33,717.5,0.240290337,172.4083165
09-20-2014 09:14,09-20-2014,7.94,165.75,22.96,9.78,141,31.7,39.27,7.83,13.45,451,0.198719409,89.62245359
09-20-2014 09:29,09-20-2014,7.83,207.68,22.58,10.19,148,31.7,38.57,9.68,14.18,369,0.208670267,76.9993287
